ZVEZ;Прочее;ПАО "ЗВЕЗДА" - крупнейший в России производитель легких компактных высокооборотных дизельных двигателей многоцелевого назначения. Предприятие основано в 1932 году и располагается в Санкт-Петербурге. Продукция и услуги:  высокооборотные дизельные двигатели и агрегаты размерности 18/20 и 16/17 от 500 до 7400 кВт для судостроения, железнодорожного транспорта, дизель-генераторов и промышленных агрегатов судовые редукторные и реверс-редукторные передачи различного назначения передаваемой мощностью до 12000 л.с. судовые дизель-генераторы на базе дизельных двигателей собственного производства от 300 до 800 кВт дизель-генераторы, автоматизированные электростанции резервного, аварийного и основного электроснабжения мощностью от 315 до 1500 кВт, многоагрегатные энергетические комплексы до 10 МВт услуги: шеф-монтаж, пусконаладка, сервисное обслуживание, обеспечение запасными частями, ремонт, обучение, консультации сопутствующая машиностроительная продукция и услуги: алюминиевое литье, механообработка, включая особо точную на станках с ЧПУ, инструментальное производство и др.   
ZAYM;Прочее;Компания существует с 2014 г. и специализируется на выдаче микрозаймов сроком до 30 дней и суммой до 30 тыс. руб., по-другому такие займы называют «до зарплаты» (с англ. — payday loans). Именно они формируют почти 85% портфеля и процентных доходов организации. Кроме того, «Займер» выдает потребительские кредиты объемом до 100 тыс. руб. и сроком от 3 до 6 месяцев. База зарегистрированных клиентов компании включает более 17 млн человек. По итогам 2023 г. объем выдач займов компании составил 53,1 млрд руб., чистая прибыль по МСФО – 6,1 млрд руб., рентабельность капитала (ROE) – 52%. Количество уникальных клиентов по итогам 2023 года составило 1,3 млн человек.
YRSBP;Электроэнергетика;ПАО «ТНС энерго Ярославль» (до 30 июня 2015 года — ОАО «Ярославская сбытовая компания») — создана в 2005 году в результате реорганизации ОАО «Ярэнерго» и является правопреемником бывшего филиала «Ярэнерго» Энергосбыт в части прав и обязанностей в соответствии с разделительным балансом, является крупнейшим поставщиком электроэнергии в Ярославской области. Основными видами деятельности компании являются покупка электрической энергии на оптовом и розничных рынках и продажа ее физическим и юридическим лицам на территории Ярославской области. Абонентами компании являются крупные промышленные предприятия, организации среднего и малого бизнеса, учреждения бюджетной сферы, население города и области. Всего ПАО «ТНС энерго Ярославль» обслуживает порядка 15 тысяч потребителей юридических лиц и около 700 тысяч бытовых абонентов.
YRSB;Электроэнергетика;ПАО «ТНС энерго Ярославль» (до 30 июня 2015 года — ОАО «Ярославская сбытовая компания») — создана в 2005 году в результате реорганизации ОАО «Ярэнерго» и является правопреемником бывшего филиала «Ярэнерго» Энергосбыт в части прав и обязанностей в соответствии с разделительным балансом, является крупнейшим поставщиком электроэнергии в Ярославской области. Основными видами деятельности компании являются покупка электрической энергии на оптовом и розничных рынках и продажа ее физическим и юридическим лицам на территории Ярославской области. Абонентами компании являются крупные промышленные предприятия, организации среднего и малого бизнеса, учреждения бюджетной сферы, население города и области. Всего ПАО «ТНС энерго Ярославль» обслуживает порядка 15 тысяч потребителей юридических лиц и около 700 тысяч бытовых абонентов.
YNDX;Информационные технологии;«Яндекс» — российская транснациональная компания, владеющая одноимённой системой поиска в Сети, интернет-порталами и службами в нескольких странах. Наиболее заметное положение занимает на рынках России, Турции, Белоруссии и Казахстана. Поисковая система «Яндекс» является четвёртой среди поисковых систем мира по количеству обработанных поисковых запросов, Является лидером в России. Дивиденды: Яндекс не выплачивает дивиденды и не собирается в ближайшей перспективе.
YKENP;Электроэнергетика;Компания ПАО «Якутскэнерго» – это крупный финансово стабильный Холдинг, который развивает энергетический, жилищно-коммунальный, топливный и другие виды бизнесов. Компания осуществляет свою деятельность в самых сложных климатических условиях – в дальневосточных регионах Российской Федерации. Компания успешно сочетает динамичность, гибкость малой компании со стабильностью, надежностью крупной холдинговой группы. Две основные задачи, которые ежедневно решает Компания – это надежность инфраструктуры жизнеобеспечения и эффективность бизнеса в целом.
YKEN;Электроэнергетика;Компания ПАО «Якутскэнерго» – это крупный финансово стабильный Холдинг, который развивает энергетический, жилищно-коммунальный, топливный и другие виды бизнесов. Компания осуществляет свою деятельность в самых сложных климатических условиях – в дальневосточных регионах Российской Федерации. Компания успешно сочетает динамичность, гибкость малой компании со стабильностью, надежностью крупной холдинговой группы. Две основные задачи, которые ежедневно решает Компания – это надежность инфраструктуры жизнеобеспечения и эффективность бизнеса в целом.
YAKG;Нефть и газ; ОАО «Якутская топливно-энергетическая компания» – основное газодобывающее предприятие Республики Саха (Якутия), владеющее лицензиями на промышленную разработку Средневилюйского и Мастахского газоконденсатных месторождений, геологическое изучение, разведку и добычу Мирнинского и Толонского участков углеводородов, а также на геологическое изучение с целью поисков и оценки месторождений в пределах Тымтайдахского участка Республики Саха (Якутия). Запасы природного газа категории С1 и С2 оцениваются в 203 миллиардов кубических метров, нефти и газового конденсата – 14 миллионов тонн. «ЯТЭК» – единственное предприятие, снабжающее газом центральный регион Республики Саха (Якутия). Доля «ЯТЭК» в добыче природного газа на территории республики составляет около 86 %, при этом предприятие обеспечивает на 100 % потребности всего Якутска.Годовой объем добычи составляет 1,6 миллиардов кубических метров газа и 85 тысяч тонн газового конденсата. По объемам добычи природного газа «ЯТЭК» входит в десятку крупнейших газодобывающих региональных компаний России. За весь период существования «ЯТЭК» поставил потребителям более 40 миллиардов кубических метров природного газа.ОАО «Якутская топливно-энергетическая компания» входит в состав нефтегазового блока инвестиционной Группы «Сумма».  
WTCMP;Прочее;Центр международной торговли Москвы (ЦМТ) – крупный многопрофильный бизнес-комплекс, расположенный в центре Москвы в непосредственной близости от Кремля, Дома Правительства Российской Федерации и здания Правительства Москвы. ЦМТ – место, где каждый может почувствовать деловую атмосферу Москвы. На протяжении 35 лет здесь кипит деловая жизнь столицы: в ЦМТ Москвы заключаются важные сделки, устанавливаются международные связи и проводятся встречи, форумы и конгрессы.
WTCM;Прочее;Центр международной торговли Москвы (ЦМТ) – крупный многопрофильный бизнес-комплекс, расположенный в центре Москвы в непосредственной близости от Кремля, Дома Правительства Российской Федерации и здания Правительства Москвы. ЦМТ – место, где каждый может почувствовать деловую атмосферу Москвы. На протяжении 35 лет здесь кипит деловая жизнь столицы: в ЦМТ Москвы заключаются важные сделки, устанавливаются международные связи и проводятся встречи, форумы и конгрессы.
VSYDP;Машиностроение;ПАО «Выборгский судостроительный завод» — один из лидеров Северо-Западного региона России в судостроительной сфере. Принадлежит ОАО «ОСК» («Объединенная судостроительная корпорация»). В 2015 году из открытого акционерного общества был реорганизован в публичное. Основным направлением деятельности верфи является строительство различных судов гражданского назначения: судов ледового класса, судов снабжения, ледоколов, рыболовных траулеров, а также буровых платформ для разработки морских шельфовых месторождений.
VSYD;Машиностроение;ПАО «Выборгский судостроительный завод» — один из лидеров Северо-Западного региона России в судостроительной сфере. Принадлежит ОАО «ОСК» («Объединенная судостроительная корпорация»). В 2015 году из открытого акционерного общества был реорганизован в публичное. Основным направлением деятельности верфи является строительство различных судов гражданского назначения: судов ледового класса, судов снабжения, ледоколов, рыболовных траулеров, а также буровых платформ для разработки морских шельфовых месторождений.
VSMO;Металлы и добыча;ПАО «Корпорация ВСМПО-АВИСМА», одна из немногих вертикально интегрированных компаний, является крупнейшим в мире производителем слитков и проката в титановых сплавов. Кроме того, Корпорация производит прессованные изделия из алюминиевых сплавов, полуфабрикаты из легированных сталей и жаропрочных сплавов на никелевой основе. Корпорация — лидер на мировом высокотехнологичном рынке титановой продукции — глубокоинтегрирована в мировую авиакосмическую индустрию и является для многих компаний основным стратегическим поставщиком изделий из титана. Продукция Корпорации широко используется в энергетике, нефтегазовой промышленности, судостроении, медицине, спорте и строительстве.
VRSBP;Электроэнергетика;ПАО «ТНС энерго Воронеж» (до 30 июня 2015 года ОАО «Воронежэнерго») начало свою деятельность в качестве отдела Воронежского энергокомбината, организованного в 1935 году. В процессе совершенствования структуры управления региональной энергетикой в его составе были организованы подразделения, обеспечивающие функции энергетического надзора. С 1 января 2010 года «Воронежская энергосбытовая компания» стала гарантирующим поставщиком на территории г. Воронежа. В состав ПАО «ТНС энерго Воронеж» входят:  7 участков по работе с бытовыми потребителями в г. Воронеже; Борисоглебское отделение (Аннинский, Борисоглебский, Грибановский, Новохоперский, Поворинский, Таловский, Терновский, Эртильский участки); Калачеевские отделение (Богучарский, Бутурлиновский, Верхнемамонский, Воробьевский, Калачеевский, Павловский, Петропавловский участки); Лискинское отделение (Бобровский, Каменский, Кантемировский, Лискинский, Ольховатский, Острогожский, Подгоренский, Россошанский участки); Семилукское отделение (Верхнехавский, Каширский, Нижнедевицкий, Нововоронежский, Новоусманский, Панинский, Рамонский, Репьевский, Семилукский, Хохольский участки).  Участки отделений ПАО «ТНС энерго Воронеж» расположены в районных центрах Воронежской области. Основными видами деятельности эмитента являются:  покупка электрической энергии на оптовом и розничных рынках электрической энергии (мощности); реализация (продажа) электрической энергии на оптовом и розничных рынках электрической энергии (мощности) потребителям, в том числе гражданам.   
VRSB;Электроэнергетика;ПАО «ТНС энерго Воронеж» (до 30 июня 2015 года ОАО «Воронежэнерго») начало свою деятельность в качестве отдела Воронежского энергокомбината, организованного в 1935 году. В процессе совершенствования структуры управления региональной энергетикой в его составе были организованы подразделения, обеспечивающие функции энергетического надзора. С 1 января 2010 года «Воронежская энергосбытовая компания» стала гарантирующим поставщиком на территории г. Воронежа. В состав ПАО «ТНС энерго Воронеж» входят:  7 участков по работе с бытовыми потребителями в г. Воронеже; Борисоглебское отделение (Аннинский, Борисоглебский, Грибановский, Новохоперский, Поворинский, Таловский, Терновский, Эртильский участки); Калачеевские отделение (Богучарский, Бутурлиновский, Верхнемамонский, Воробьевский, Калачеевский, Павловский, Петропавловский участки); Лискинское отделение (Бобровский, Каменский, Кантемировский, Лискинский, Ольховатский, Острогожский, Подгоренский, Россошанский участки); Семилукское отделение (Верхнехавский, Каширский, Нижнедевицкий, Нововоронежский, Новоусманский, Панинский, Рамонский, Репьевский, Семилукский, Хохольский участки).  Участки отделений ПАО «ТНС энерго Воронеж» расположены в районных центрах Воронежской области. Основными видами деятельности эмитента являются:  покупка электрической энергии на оптовом и розничных рынках электрической энергии (мощности); реализация (продажа) электрической энергии на оптовом и розничных рынках электрической энергии (мощности) потребителям, в том числе гражданам. 
VLHZ;Нет данных;ПАО «Владимирский химический завод» является одним из крупнейших предприятий в России по производству пластических масс для различных отраслей промышленности. Ведущее место в ассортименте продукции завода сегодня занимают поливинилхлоридные пластикаты, непластифицированные материалы в виде листов и гранул и полиэтилентерефталатные плёнки. Выпускается большая серия простых полиэфиров, используемых для получения пенополиуретанов, пеностабилизаторов и поверхностно-активных веществ. Наше предприятие добилось серьезных успехов в выпуске высококачественной продукции, проводя для этого реконструкцию производственных мощностей .
VKCO;Информационные технологии;Международная компания Публичное акционерное общество «ВК» (ранее VK и Mail.ru Group) — крупный российский IT-холдинг, работающий в сегментах онлайн-рекламы, MMO игр, социальных сервисов и др. Среди крупнейших проектов компании можно выделить: Почту Mail.ru, ВКонтакте, Одноклассники.
VJGZP;Нефть и газ;ПАО «Варьеганнефтегаз» — российское нефтегазодобывающее предприятие, принадлежащее компании «Роснефть». Образовано в 1993 году в городе Радужном Ханты-Мансийского автономного округа — Югры на базе одноименного производственного объединения и является одним из крупнейших добывающих предприятий Западной Сибири. В 2015 году из открытого акционерного общества компания была реорганизована в публичное. ПАО «Варьеганнефтегаз» располагает ресурсной базой по запасам свободного газа и газа газовых шапок. В планах на ближайшие годы реализация проекта по увеличению его добычи. НК «Роснефть» контролирует 93,89% акций ПАО «Варьеганнефтегаз».
VJGZ;Нефть и газ;ПАО «Варьеганнефтегаз» — российское нефтегазодобывающее предприятие, принадлежащее компании «Роснефть». Образовано в 1993 году в городе Радужном Ханты-Мансийского автономного округа — Югры на базе одноименного производственного объединения и является одним из крупнейших добывающих предприятий Западной Сибири. В 2015 году из открытого акционерного общества компания была реорганизована в публичное. ПАО «Варьеганнефтегаз» располагает ресурсной базой по запасам свободного газа и газа газовых шапок. В планах на ближайшие годы реализация проекта по увеличению его добычи. НК «Роснефть» контролирует 93,89% акций ПАО «Варьеганнефтегаз».
VGSB;Электроэнергетика;Основным видом деятельности ПАО «Волгоградэнергосбыт» является оптовая покупка и реализация электрической энергии на розничном рынке промышленным и прочим потребителям, в том числе, социально-значимым организациям и населению на территории Волгоградской области на основе договоров энергоснабжения (купли- продажи электрической энергии)
VEON-RX;Телекоммуникации;VEON предоставляет коммуникационные и цифровые услуги более 200 млн клиентов. В фокусе компании девять наиболее динамично развивающихся странах мира. В группу входят российский сотовый оператор «Вымпел-Коммуникации», предоставляющий услуги под бренджом Beeline. Компания зарегистрирована на Бермудских островах, штаб-квартира расположена в Амстердаме. VEON предлагает услуги мобильной связи по договорным и предоплаченным тарифам для корпоративного и потребительского сегментов, а также услуги с добавленной стоимостью. Компания также предлагает услуги фиксированной связи, в том числе голосовую связь, передачу данных и Интернет-услуги, а также фиксированную телефонию PSTN и IP-телефонию, передачу данных и доступ к сети, внутреннего и международного голосового завершения, услуги международной арендованной телефонной линии (IPLC) и услуги международного транзита TCP/IP для корпораций, операторов и потребителей, а также продает оборудование и аксессуары.
UTAR;Транспорт;ПАО «Авиакомпания „ЮТэйр“» (UTair Aviation JSC) – российский авиаперевозчик. Компания осуществляет пассажирские и грузовые регулярные и чартерные перевозки на внутренних и международных авиалиниях, а также является крупнейшим в России оператором вертолетных перевозок. Вертолетный парк авиакомпании "ЮТэйр" – самый крупный в мире по размерам и грузоподъемности. Авиакомпания "ЮТэйр" осуществляет свою деятельность на основе принципов рыночной экономики, стремится к максимальной открытости и прозрачности и ставит целью достижение качественно нового уровня обслуживания клиентов и сохранение позиции современного, первоклассного, конкурентоспособного авиационного оператора. Авиакомпания последовательно работает над созданием системы, устойчивой к возможным неблагоприятным сценариям развития экономики в России и за рубежом, путем оптимального распределения пропорций между тремя основными направлениями деятельности:  выполнение вертолетных работ на территории России выполнение вертолетных работ за рубежом осуществление пассажирских перевозок 
URKZ;Металлы и добыча;Публичное акционерное общество «Уральская кузница» – российский лидер по производству горячо штампованных заготовок из конструкционных, углеродистых, легированных и нержавеющих сталей, жаропрочных сплавов на никелевой основе, а также из сплавов титана. С 2003 года предприятие входит в состав группы «Мечел", которая является одной из ведущих российских компаний. Бизнес «Мечела» состоит из четырех сегментов: горнодобывающего, металлургического, ферросплавного и энергетического. «Мечел» объединяет производителей угля, железорудного концентрата, стали, проката, ферросплавов, продукции высоких переделов, тепловой и электрической энергии. Продукция «Мечела» реализуется на российском и на зарубежных рынках. ОАО «Уральская кузница» – крупнейший в России производитель штампованной продукции из специальных сталей и сплавов. Уникальное кузнечно-штамповочное производство на базе тяжелых и сверхтяжелых агрегатов, основу которого составляют штамповочные молоты с массой падающих частей от 2 до 25 тонн, а также самый большой в мире бесшаботный молот с энергией удара 150 тонна-сил, позволяет изготавливать штамповки весом до 2,5 тонн и длиной до 4-х метров.
UNKL;Металлы и добыча;ПАО «Комбинат Южуралникель» – одно из крупнейших предприятий цветной металлургии в России, входящее в состав Группы «Мечел».       
UKUZ;Металлы и добыча;ПАО «Южный Кузбасс» — одна из ведущих российских компаний в области добычи, обогащения угля и сбыта угольной продукции .Угольная компания «Южный Кузбасс» образована в 1993 году в результате объединения нескольких угледобывающих и углеперерабатывающих производств. За годы, прошедшие со дня основания, ПАО «Южный Кузбасс» удалось из разрозненных предприятий создать единую, мощную, конкурентоспособную компанию, вносящую весомый вклад в экономику региона и страны. Сегодня в компании успешно работают как предприятия с многолетней историей и множеством заслуженных наград, так и молодые, только развивающие инфраструктуру и формирующие высокопрофессиональный коллектив. Всего более чем за 20 лет предприятиями угольной компании добыто свыше 280 млн тонн угля различных марок. В настоящее время компания стремится к внедрению более совершенных технологий, реконструкции и модернизации производства.
UGLD;Металлы и добыча;«Южуралзолото Группа Компаний» – одна из крупнейших золотодобывающих компаний России: №4 по объему производства золота и №2 по объему ресурсов золота в России. Группа ведет добычу в России в двух хабах – Уральский хаб (Челябинская область) и Сибирский хаб (Красноярский край, Хакасия). Добытая руда перерабатывается на собственных предприятиях. Оцененные, выявленные и предполагаемые (MI&I) ресурсы ЮГК составляют 40,7 млн унций золотого эквивалента (по классификации JORC).
TUZA;Машиностроение; ПАО «Туймазинский завод автобетоновозов» основанный в 1980 году является одним из крупнейших российских предприятий машиностроительного комплекса. Основная специализация предприятия - проектирование и производство спецтехники для строительства, а также других отраслей промышленности:  автобетоносмесители на шасси КАМАЗ и др. шасси автобетононасосы на шасси КАМАЗ и бетононасосы стационарные линейные бетононасосы на шасси КАМАЗ распределительные стрелы мобильные бетонные заводы автокраны PALFINGER SANY на шасси КАМАЗ пеноподъёмники пожарные на шасси КАМАЗ мусоровозы на шасси КАМАЗ культиваторы    
TTLK;Телекоммуникации;ПАО «Таттелеком» — это крупнейший в Республике Татарстан оператор проводной электросвязи, стабильно занимающий лидирующее положение на рынке оказания телекоммуникационных услуг. Мы предоставляем нашим абонентам весь комплекс современных услуг связи: местная и зоновая телефонная связь, доступ к сети Интернет, кабельное и интерактивное цифровое телевидение, мобильная связь. Услуги подвижной радиотелефонной связи оказывает ООО «Твои мобильные технологии».
TRNFP;Нефть и газ;Публичное акционерное общество «Транснефть» — российская транспортная монополия, оператор магистральных нефтепроводов России. Основные направления деятельности:  Оказание услуг в области транспортировки нефти и нефтепродуктов по системе магистральных трубопроводов в Российской Федерации и за ее пределами; Проведение профилактических, диагностических и аварийно-восстановительных работ на магистральных трубопроводах; Координация деятельности по комплексному развитию сети магистральных трубопроводов и других объектов трубопроводного транспорта; Взаимодействие с трубопроводными предприятиями других государств по вопросам транспортировки нефти и нефтепродуктов в соответствии с межправительственными соглашениями; Участие в решении задач научно-технического и инновационного развития в трубопроводном транспорте, внедрение нового оборудования, технологий и материалов; Привлечение инвестиций для развития производственной базы, расширения и реконструкции объектов организаций системы ПАО «Транснефть»; Организация работы по обеспечению охраны окружающей среды в районах размещения объектов трубопроводного транспорта. 
TORSP;Электроэнергетика;Публичное акционерное общество «Томская распределительная компания» (входит в группу компаний «Россети») - региональная энергетическая компания, обеспечивающая передачу и распределение электроэнергии на всей территории региона. Протяжённость линий электропередачи (по трассе) – 17 864 км, количество центров питания 35/110 кВ – 135 шт., подстанций 10/0,4 кВ – 3148, суммарная трансформаторная мощность – 3 859 МВА. В компанию входят пять производственных отделений: «Центральные электрические сети», «Северные электрические сети», «Восточные электрические сети», расположенные в административных центрах региона, в состав которых включены 19 районов электрических сетей. А также производственные отделения: по корпоративным и технологическим АСУ, и Центр управления сетями.
TNSE;Электроэнергетика;Энергосбытовые компании, входящие в структуру «ТНС энерго», обслуживают в общей сложности более 241 тысячи лицевых счетов юридических и более 7.7 миллионов лицевых счетов физических лиц. С учётом коэффициента 2.7, который определяет среднестатистическое количество абонентов на одном лицевом счёте, компании, входящие в Группу «ТНС энерго», обеспечивают электроэнергией около 21 миллиона человек, т.е. свыше 10% населения России. Все региональные энергосбытовые компании, находящиеся под управлением ПАО ГК «ТНС энерго», имеют статус гарантирующих поставщиков, что налагает на Компанию повышенные социальные обязательства. Общая численность сотрудников Компании с учётом дочерних зависимых обществ составляет более 8 тысяч человек.
TGKBP;Электроэнергетика;Открытое акционерное общество «Территориальная генерирующая компания №2» (ТГК-2) создано в апреле 2005 года. ТГК-2 является одной из крупнейших теплоэнергетических компаний Северо-Западного и Центрального федеральных округов России. ТГК-2 занимается производством электрической и тепловой энергии и реализацией тепла (пара и горячей воды) потребителям. Предприятия компании расположены в Архангельской, Вологодской, Костромской, Новгородской и Ярославской областях РФ, и в г Скопье (Македония). Производственные активы ТГК-2 включают в себя:  12 ТЭЦ 8 котельных 5 предприятия тепловых сетей  Численность сотрудников компании: около 5000 специалистов.
TCSG;Финансы;МКПАО «ТКС Холдинг» (бышая TCS Group Holding PLC) - холдинговая компания. Основным видом деятельности Компании являются розничные банковские операции на территории Российской Федерации, осуществляемые через ее основной банковский филиал - Банк «Тинькофф Кредитные Системы» (ТКС Банк). ТКС является поставщиком розничных финансовых услуг через Интернет на высокотехнологичной платформе без использования офисов и отделений. ТКС Банк специализируется на предоставлении и обслуживании кредитных карт и онлайн кредитовании потребителей в России. Его основная деятельность включает потребительское кредитование, обслуживание операций и платежные услуги, прием депозитов и прочие финансовые и нефинансовые операции, например, продажа страховых полисов, услуги, связанные с пенсионными выплатами, и туристические услуги.
